	ref_hk
MIIP	1.4380606
SMG7	2.3714104
UCHL5	2.2689817
BCAS2	7.448772
SRSF11	19.491882
ZBTB17	1.3767678
TMEM9	2.6915228
WARS2	1.3386918
MRPS15	7.3661666
EXOC8	0.9574697
GNPAT	1.6380137
TSNAX	2.584029
C1orf109	1.8648171
SDHB	4.964393
RPF1	3.1957517
UAP1	9.765221
CD46	11.842796
PRPF3	2.3874862
APH1A	6.223914
EBNA1BP2	6.8286376
ATP6V0B	17.489008
ERI3	2.75988
AKR1A1	6.338791
PRDX1	28.540915
BLZF1	2.3083253
TMED5	8.621391
DR1	4.000021
ABCD3	2.2930071
DPH5	0.9471701
PRDX6	20.166414
DARS2	0.35105917
SYF2	13.816748
MTFR1L	1.5872859
NENF	12.574485
RPA2	2.29755
PPP1R8	1.4067062
OSBPL9	5.094384
TXNDC12	4.8536406
RCN2	6.5365043
CTSD	8.616906
STK11	2.6652865
DDX59	1.3972048
ATF6	5.1125035
FASTKD2	3.3588126
HMGN3	6.851224
RNF146	2.7876418
FBXL5	2.63005
MYL12B	31.072334
RPN2	8.928648
RAB3GAP2	2.6054776
UCHL3	5.9799356
HS1BP3	1.0305904
ELL2	8.864597
NDUFB3	5.8415303
GTF3C3	1.2281513
UBE2B	21.442545
KLF9	14.181114
ITGB1BP1	4.62789
SENP5	3.4313638
CCDC92	2.1684823
RAD23B	9.223247
SET	24.81627
GLE1	0.46765783
RAB14	9.838399
FBXW2	2.4685414
PPP6C	3.5256884
NDUFA8	4.6021476
HDHD3	2.2891366
RBM18	2.3147297
MAPKAP1	2.507908
INVS	0.3688387
DENND1A	0.718083
KDSR	9.640692
ZBTB45	0.40796635
FCF1	1.053086
NEK9	0.9685266
NPC2	12.935343
IRF2BPL	4.063246
DLST	3.2814264
SLIRP	11.820787
EIF2B2	2.4533684
NRDE2	1.3248763
COQ6	0.69016474
ZNF410	1.8080516
SUPT7L	1.4646573
TMEM214	2.1707382
ATL2	4.005705
FAM98A	2.4488878
YIPF4	5.285646
AFTPH	4.0457306
LGALSL	3.2912843
CRIPT	5.2056313
IDE	0.93293
MXI1	6.0227957
