	ref_hk
PPP2R5D	0.5537012
MRPL2	2.3329508
DUSP22	1.6117834
EXOC2	0.6716115
COX7A2	19.329165
TMEM30A	3.629217
SENP6	4.0873914
PRPF4B	7.1295805
FBRSL1	1.0705361
HARS2	0.545841
MRPS30	1.6241503
HSPA9	5.4522734
MRPS27	1.150591
FAF2	1.5146585
CLINT1	6.791624
TTC1	3.680025
MSH3	1.8437283
CCNG1	4.5480814
DROSHA	0.6158564
GOLPH3	3.8519878
SUB1	15.800239
RAD1	1.1512065
BRIX1	1.9666159
RAD50	0.4941778
GNPDA1	0.9992064
SKP1	16.63219
PPP2CA	4.8413014
C5orf15	2.5490727
PPWD1	1.2509823
TRAPPC13	0.73928404
SEC24A	1.8421605
TXNDC15	2.7023535
TTC33	0.7922634
TCERG1	2.6919332
SMAD5	2.710354
CSNK1A1	6.6688647
HMGXB3	1.6501412
ATP6V0E1	13.454155
BNIP1	0.7320906
ACTR8	0.6090782
TBCCD1	0.28955904
TIMMDC1	3.1758883
CRBN	3.171512
NIT2	2.4203074
FAM162A	6.38446
OGG1	0.7154888
KPNA1	1.64771
UBE3A	4.316089
ARMC8	1.6760485
RNF7	7.440429
KAT2B	1.0083821
USP4	1.5438226
TFG	4.611451
TUSC2	3.406067
NPRL2	1.2647526
NCBP2	3.2465312
SNX4	2.4547217
SLC41A3	1.015161
SCAP	1.3865788
MRPL3	3.4796386
HEMK1	1.100407
GORASP1	0.8112984
EIF1B	7.01193
SSR3	8.991661
EIF4G1	5.303519
SPCS1	12.179593
NEK4	0.7756243
EEF1B2	20.55719
KANSL3	0.80444854
NCL	14.851144
ACTR1B	1.9202745
SLC35F5	1.7054845
STAM2	1.5009032
ACVR1	0.6319175
GTF3C2	0.89820325
EIF2B4	1.6754166
NRBP1	3.0359082
PSMD14	3.395277
SNX17	3.5445516
INO80B	0.42043123
MOGS	1.7423657
NDUFS7	8.7871275
PCGF1	0.6600207
AUP1	6.0347347
RTN4	9.568669
HTRA2	1.2620511
POLE4	3.49909
MRPL19	2.3827732
WDR75	0.8970869
UNC50	2.8479807
ELMOD3	0.95716864
CCT4	5.768473
TXNDC9	2.316705
COQ10B	3.011714
SF3B1	8.046234
MOB4	3.4019747
ZNF142	0.2783466
UXS1	1.6655935
STK16	1.8878607
HDLBP	9.025802
PPP1R7	4.294421
ODC1	4.3217087
NOL10	1.1509529
GORASP2	2.955147
CEBPZ	4.8597107
RAB3GAP1	2.3945081
SRSF7	14.368577
COX7A2L	9.16063
PNO1	1.2641588
ORC4	1.4449463
ATF2	1.5790832
THADA	0.94171935
TIA1	2.6983187
PCYOX1	2.576852
SUMO1	9.172265
NFE2L2	10.059168
MSH6	0.96834445
FARSB	1.2261436
SCP2	12.640187
CEP104	1.2714415
FAM20B	0.92610973
TCEANC2	0.406695
TMEM59	16.642874
LRRC42	0.88385445
MRPL37	2.251327
ICMT	1.3774749
QSOX1	6.8464518
STXBP3	2.310683
PARK7	12.047255
SRSF4	5.961604
EDEM3	5.0146575
WDR77	1.155551
RAP1A	8.277955
SCAMP3	1.8046657
LAMTOR2	6.9647527
SRM	2.832827
FBXO6	0.7946779
MAD2L2	1.2712616
IVNS1ABP	4.6568213
KIAA2013	2.3379788
MIIP	0.8695781
SMG7	1.8177187
UCHL5	1.5265507
BCAS2	4.4478106
SRSF11	11.174398
ZBTB17	0.7166052
TMEM9	2.2966814
WARS2	0.80379826
MRPS15	4.7993197
EXOC8	0.48478547
GNPAT	1.8839643
TSNAX	2.5486894
C1orf109	0.6523058
SDHB	4.656943
RPF1	2.186605
UAP1	4.893686
CD46	7.2349057
PRPF3	1.0712408
APH1A	4.976152
EBNA1BP2	2.8058949
ATP6V0B	9.168522
ERI3	1.9051093
AKR1A1	7.385934
PRDX1	15.949024
BLZF1	1.3042518
TMED5	3.035782
DR1	3.0388327
ABCD3	3.4851663
DPH5	0.9932583
PRDX6	9.448485
DARS2	0.29878858
SYF2	8.841485
MTFR1L	1.3674692
NENF	6.445463
RPA2	2.0199745
PPP1R8	1.1528262
OSBPL9	2.9454591
TXNDC12	3.831177
RCN2	3.799006
CTSD	12.761853
STK11	2.04622
DDX59	0.7179407
ATF6	2.4375386
FASTKD2	0.9760237
HMGN3	9.193587
RNF146	1.4336412
FBXL5	2.5774922
MYL12B	19.067648
RPN2	8.036971
RAB3GAP2	1.8946897
UCHL3	2.427392
HS1BP3	0.74337554
ELL2	5.0086656
NDUFB3	8.688739
GTF3C3	0.9450371
UBE2B	8.676208
KLF9	4.0240774
ITGB1BP1	2.9893768
SENP5	1.8049546
CCDC92	0.7870708
RAD23B	4.886352
SET	12.002937
GLE1	0.68679017
RAB14	5.548583
FBXW2	1.7945539
PPP6C	2.478522
NDUFA8	4.8045774
HDHD3	3.2700832
RBM18	1.3686572
MAPKAP1	2.1214476
INVS	0.2807802
DENND1A	0.5802539
KDSR	2.352489
ZBTB45	0.35959184
FCF1	1.382559
NEK9	0.8343365
NPC2	10.6308775
IRF2BPL	1.8170842
DLST	1.5012966
SLIRP	10.051554
EIF2B2	1.0086523
NRDE2	1.3342487
COQ6	0.81517375
