	ref_hk
BNIP1	1.9871534
ACTR8	1.5327588
TBCCD1	1.2610579
TIMMDC1	5.4634686
CRBN	6.4776516
NIT2	4.2208767
FAM162A	7.554092
OGG1	2.002466
KPNA1	4.2411995
UBE3A	8.421321
ARMC8	6.344341
RNF7	13.238832
KAT2B	1.6894726
USP4	4.9292555
TFG	6.1865373
TUSC2	3.9571528
NPRL2	2.5578065
NCBP2	6.832622
SNX4	4.3180485
SLC41A3	2.2258487
SCAP	1.818702
MRPL3	8.425171
HEMK1	1.741637
GORASP1	1.5120723
EIF1B	17.184149
SSR3	16.043236
EIF4G1	8.38092
SPCS1	19.192005
NEK4	1.7526163
EEF1B2	35.522526
KANSL3	1.6641164
NCL	27.31915
ACTR1B	2.8402786
SLC35F5	2.1147163
STAM2	1.3698384
ACVR1	0.295224
GTF3C2	2.1232016
EIF2B4	2.727462
NRBP1	6.8091636
PSMD14	8.314557
SNX17	9.947108
INO80B	0.60773355
MOGS	2.0167546
NDUFS7	17.045717
PCGF1	1.7007045
AUP1	12.275681
RTN4	15.841042
HTRA2	6.6140842
POLE4	9.48835
MRPL19	6.1359587
WDR75	2.8282976
UNC50	2.935195
ELMOD3	1.269372
CCT4	18.47285
TXNDC9	5.126134
COQ10B	3.8813593
SF3B1	20.93693
MOB4	6.096148
ZNF142	0.6623891
UXS1	4.0244236
STK16	3.3280234
HDLBP	9.020738
PPP1R7	7.8664985
ODC1	6.150393
NOL10	2.9351156
GORASP2	4.7967925
CEBPZ	8.702328
RAB3GAP1	3.8954377
SRSF7	23.316416
COX7A2L	19.991604
PNO1	2.8758328
ORC4	3.8976438
ATF2	3.8390338
THADA	1.7585164
TIA1	6.8505607
PCYOX1	1.1308417
SUMO1	16.464754
NFE2L2	7.1278305
MSH6	5.4335504
FARSB	3.9311275
SCP2	11.510035
CEP104	1.905583
FAM20B	1.2926947
TCEANC2	1.5295377
TMEM59	18.79234
LRRC42	2.2814667
MRPL37	9.750029
ICMT	1.8616177
QSOX1	3.274154
STXBP3	4.0332813
PARK7	22.556675
SRSF4	14.783452
EDEM3	4.5192447
WDR77	4.3672037
RAP1A	11.440339
SCAMP3	4.3878946
LAMTOR2	13.595366
SRM	3.8798754
FBXO6	0.85426134
MAD2L2	8.161271
IVNS1ABP	7.972883
KIAA2013	2.1922004
MIIP	3.6216354
SMG7	4.616179
UCHL5	6.040361
BCAS2	5.6757803
SRSF11	22.109781
ZBTB17	1.5089631
TMEM9	4.5986786
WARS2	1.809881
MRPS15	10.250544
EXOC8	1.0226843
GNPAT	5.064828
TSNAX	4.9403806
C1orf109	1.9423587
SDHB	9.880756
RPF1	4.92566
UAP1	1.5626409
CD46	7.2543564
PRPF3	3.3094244
APH1A	9.164919
EBNA1BP2	5.866288
ATP6V0B	21.699482
ERI3	4.489906
AKR1A1	10.455318
PRDX1	23.738707
BLZF1	1.6834565
TMED5	6.295877
DR1	6.847101
ABCD3	1.581546
DPH5	3.0676894
PRDX6	21.413895
DARS2	1.389177
SYF2	17.072088
MTFR1L	2.4140797
NENF	3.9368317
RPA2	8.99428
PPP1R8	3.1700127
OSBPL9	5.0077806
TXNDC12	8.060661
RCN2	6.5156946
CTSD	13.412055
STK11	2.2609282
DDX59	2.0572386
ATF6	4.327212
FASTKD2	2.1435058
HMGN3	17.437626
RNF146	3.23784
FBXL5	8.422928
MYL12B	28.945187
RPN2	14.332144
RAB3GAP2	3.3245027
UCHL3	4.741156
HS1BP3	1.0669465
ELL2	3.0363224
NDUFB3	17.938965
GTF3C3	2.9532354
UBE2B	15.027703
KLF9	1.4669487
ITGB1BP1	5.9931464
SENP5	2.3926008
CCDC92	0.5634001
RAD23B	8.078188
SET	20.739344
GLE1	2.5258677
RAB14	9.850825
FBXW2	3.4103985
PPP6C	7.214191
NDUFA8	8.3781595
HDHD3	2.478887
RBM18	3.9625127
MAPKAP1	3.0631914
INVS	1.0124493
DENND1A	1.9387743
KDSR	2.4497154
ZBTB45	1.0917832
FCF1	2.1001997
NEK9	2.7273846
NPC2	15.375257
IRF2BPL	1.07601
DLST	4.0962887
SLIRP	15.604443
EIF2B2	3.7792745
NRDE2	2.6532528
COQ6	1.4273622
